M1,M2,mM1,mM2,F,R,SCI,H,GA,AG,ABC,ABS,AZI,SO,SO_red,Alb,Sigma,redM1,W,WW,HR,Schultz,Gutman,Mostar,Sz,PI,EE,Energy,SpecRad,Balaban_J,dG_hyd
88.0,103.0,7.027777777777779,3.6944444444444446,234.0,7.986071002992368,8.210701925855117,7.533333333333334,17.168494195828366,18.93846850117352,13.113110601984227,13.705400364762058,134.4375,64.45478837777713,40.61646588135618,18.0,28.0,33.0,494.0,1377.0,52.885714285714286,1984.0,1978.0,168.0,836.0,294.0,41.8294012227259,21.22581035581227,2.4075212259937966,2.010708111051212,-3.61
28.0,26.0,4.111111111111111,2.0833333333333335,62.0,3.770055610029662,3.5245638646895836,3.5666666666666664,6.654655746264211,7.390681974697982,5.16852706778819,4.887480844363847,46.75,20.651455947539105,11.478708664619074,6.0,10.0,8.0,79.0,185.0,14.1,260.0,211.0,26.0,79.0,42.0,16.957097116180837,8.762572535069648,1.9498558243636481,2.7158427612932585,-2.82
22.0,20.0,3.25,2.0,42.0,3.414213562373095,3.1547005383792515,3.333333333333333,5.885618083164127,6.121320343559642,4.242640687119286,3.9831276631254418,48.0,15.785844453984339,7.65685424949238,2.0,2.0,5.0,56.0,126.0,11.15,182.0,146.0,18.0,56.0,30.0,14.47448672760572,8.054678984251696,1.8477590650225744,2.447472887876344,-3.68
66.0,74.0,6.555555555555555,3.166666666666667,172.0,6.519744507803582,6.513599253391422,6.1,13.24931060737528,14.855985596534891,10.325123591757917,10.497623888054946,99.046875,48.618369713548084,30.257980408983922,14.0,24.0,24.0,320.0,898.0,37.490476190476194,1200.0,1112.0,92.0,464.0,176.0,33.02946683472806,16.81462505710739,2.307250371348215,2.3522044590476665,-11.95
20.0,20.0,1.25,1.25,40.0,2.5,2.5,2.5,5.0,5.0,3.5355339059327378,3.5355339059327378,40.0,14.142135623730951,7.0710678118654755,0.0,0.0,5.0,15.0,20.0,7.5,60.0,60.0,0.0,20.0,10.0,11.496186321883666,6.47213595499958,1.9999999999999987,2.083333333333333,-3.47
26.0,24.0,3.5,2.25,50.0,3.914213562373095,3.6547005383792515,3.833333333333333,6.885618083164127,7.121320343559642,4.949747468305834,4.69023444431199,56.0,18.61427157873053,9.071067811865476,2.0,2.0,6.0,84.0,210.0,13.742857142857144,280.0,231.0,24.0,84.0,42.0,16.754072029940975,9.517540966287266,1.8793852415718166,2.53006045688352,2.88
112.0,129.0,11.340277777777777,5.222222222222221,310.0,10.628446183176258,10.598828823207418,9.885714285714286,21.618238399592297,24.624209825116445,16.913960904630937,17.29634840803903,171.38823611111115,82.99392881039881,52.99252188893987,26.0,52.0,43.0,1082.0,3356.0,82.43809523809524,4009.0,3673.0,349.0,1454.0,500.0,54.67530916066963,26.63805746587206,2.479060927454202,3.1477809454862653,-3.25
60.0,62.0,7.534722222222221,3.2916666666666665,164.0,6.3936646106526,6.14373592708109,5.866666666666667,11.994929575692552,14.152684292955607,9.788865976987724,9.59327070681654,79.87037037037037,45.292648909210065,28.787396060250906,20.0,40.0,22.0,341.0,991.0,35.47380952380952,1182.0,1013.0,116.0,341.0,156.0,31.50706706020854,15.18743889318934,2.2585021405323435,3.8633965504767027,-2.49
48.0,47.0,6.333333333333333,2.8333333333333335,118.0,5.519744507803582,5.2888543819998315,5.1,10.249310607375278,11.855985596534891,8.325123591757917,8.048134145271767,64.875,35.890447652190225,21.77269903474535,14.0,24.0,16.0,244.0,718.0,26.97142857142857,844.0,723.0,72.0,244.0,110.0,26.49154192966186,12.81408220326734,2.0870252260042483,3.2516071075070854,-4.29
26.0,24.0,4.472222222222222,1.6666666666666665,66.0,3.1258976576862296,2.8944271909999157,2.8,5.423693409364296,6.6600436058363215,4.680199886083999,4.377620463229157,29.5,19.860213191601495,12.47213595499958,10.0,18.0,9.0,48.0,91.0,11.833333333333332,150.0,114.0,22.0,48.0,30.0,14.880758495384406,6.828427124746191,2.0,2.9532231745612925,-0.53
24.0,22.0,3.861111111111111,1.8333333333333333,54.0,3.270055610029662,3.0245638646895836,3.0666666666666664,5.654655746264211,6.390681974697982,4.461420286601642,4.180374063177299,38.75,17.823028822792917,10.06449510224598,6.0,10.0,7.0,52.0,108.0,11.483333333333333,166.0,130.0,20.0,52.0,30.0,14.677511786966832,7.7274066103125465,1.9318516525781364,2.678257743164726,2.93
70.0,84.0,7.777777777777778,3.1111111111111116,196.0,6.374785217660715,6.357738033247042,5.833333333333334,13.062177826491073,15.082903768654765,10.38214273316075,10.665223534799917,103.359375,51.83442843101364,33.798989873223334,14.0,28.0,28.0,268.0,604.0,39.96666666666667,980.0,880.0,104.0,412.0,176.0,33.499177132113225,16.405058200442824,2.4465816633455426,2.86110740595418,-5.22
30.0,30.0,5.173611111111111,1.5,96.0,2.9433756729740645,2.719605259509101,2.4857142857142853,5.121794126179664,7.069764047840349,4.87656659757667,4.583157824826062,27.68511111111111,23.693872197189744,16.605551275463988,14.0,36.0,13.0,42.0,69.0,12.500000000000002,126.0,90.0,26.0,42.0,30.0,15.326357664785338,6.602720495543139,2.1753277471610755,3.541196965079901,-0.11
30.0,28.0,3.75,2.5,58.0,4.414213562373095,4.1547005383792515,4.333333333333333,7.885618083164127,8.121320343559642,5.6568542494923815,5.397341225498538,64.0,21.442698703476722,10.485281374238571,2.0,2.0,7.0,120.0,330.0,16.460714285714285,408.0,344.0,32.0,120.0,56.0,19.03365733227704,10.627503029350086,1.9021130325903075,2.595082706793886,-0.83
42.0,44.0,3.111111111111111,2.5,92.0,4.931851652578137,4.918991055689499,4.866666666666666,9.882196732921877,10.122522350258794,7.071067811865477,7.143780964033362,80.0,30.0232845523689,16.19348530673794,4.0,4.0,12.0,140.0,360.0,21.285714285714285,540.0,515.0,40.0,155.0,75.0,23.1202801860515,12.612962398098883,2.172252350906543,1.9111701105978576,2.55
26.0,24.0,4.472222222222222,1.6666666666666665,66.0,3.1258976576862296,2.8944271909999157,2.8,5.423693409364296,6.6600436058363215,4.680199886083999,4.377620463229157,29.5,19.860213191601495,12.47213595499958,10.0,18.0,9.0,48.0,91.0,11.833333333333332,150.0,114.0,22.0,48.0,30.0,14.880758495384406,6.828427124746191,2.0,2.9532231745612925,2.83
36.0,38.0,3.2222222222222223,1.8333333333333333,88.0,3.787693700234704,3.7888543819998315,3.6,7.6512343960219615,8.391883981397134,5.875633848974738,5.926813801712124,54.75,26.403614671685094,15.77269903474535,8.0,12.0,12.0,62.0,115.0,16.03333333333333,236.0,222.0,12.0,110.0,50.0,18.68250312825291,9.92477721636806,2.170086486626033,2.1923771580194713,-4.72
14.0,12.0,2.75,1.5,26.0,2.414213562373095,2.1547005383792515,2.333333333333333,3.885618083164127,4.121320343559642,2.8284271247461903,2.568914100752347,32.0,10.12899020449196,4.82842712474619,2.0,2.0,3.0,20.0,35.0,6.416666666666666,60.0,44.0,8.0,20.0,12.0,9.915316149982342,5.464101615137754,1.7320508075688772,2.19060968716425,-4.22
24.0,23.0,3.861111111111111,1.9166666666666667,54.0,3.308060412490447,3.049127729379167,3.133333333333333,5.7112352811751075,6.317262334258209,4.352030486860464,4.118107439235313,43.375,17.67394329084213,9.886349517372675,6.0,8.0,7.0,50.0,99.0,11.616666666666667,158.0,122.0,22.0,50.0,30.0,14.687112840672746,7.878462024097665,1.969615506024416,2.8318199660707846,2.71
88.0,104.0,7.027777777777779,3.722222222222222,234.0,8.002907755397976,8.224523025319066,7.566666666666668,17.208902401601822,18.897227048854205,13.072670487464347,13.679810388393365,137.828125,64.31475363871462,40.38697061347588,16.0,26.0,33.0,470.0,1235.0,53.78928571428571,1882.0,1870.0,180.0,788.0,294.0,41.84085951412533,20.633628481939102,2.4445320921829916,2.12813901938706,-1.96
54.0,58.0,4.833333333333334,2.777777777777778,132.0,5.698377302757664,5.697102672463695,5.433333333333334,11.517259799806402,12.546584519776388,8.773010658942226,8.864630726199493,85.515625,39.465387268465136,23.42955328423773,10.0,16.0,18.0,212.0,542.0,29.169047619047618,810.0,766.0,74.0,293.0,126.0,28.02353326285398,14.565903310504034,2.2116102388780656,2.1954178994771874,-1.29
18.0,16.0,3.0,1.75,34.0,2.914213562373095,2.6547005383792515,2.833333333333333,4.885618083164127,5.121320343559642,3.5355339059327378,3.2760208819388943,40.0,12.95741732923815,6.242640687119285,2.0,2.0,4.0,35.0,70.0,8.7,110.0,85.0,12.0,35.0,20.0,12.194901425440477,6.987918414869869,1.8019377358048385,2.3390923149762908,-4.84
44.0,48.0,3.7222222222222223,2.4444444444444446,104.0,4.842535255101096,4.8272393461533625,4.699999999999999,9.748222136706314,10.277222888638047,7.140017497086775,7.253170763774541,78.765625,31.771348650164185,18.19348530673794,6.0,8.0,14.0,121.0,263.0,22.383333333333333,460.0,432.0,48.0,184.0,84.0,23.261343660490375,12.857278973510141,2.214319743377536,2.239538805558814,-0.45
42.0,44.0,3.111111111111111,2.5,92.0,4.931851652578137,4.918991055689499,4.866666666666666,9.882196732921877,10.122522350258794,7.071067811865477,7.143780964033363,80.0,30.023284552368903,16.19348530673794,4.0,4.0,12.0,133.0,323.0,21.642857142857142,512.0,488.0,44.0,196.0,84.0,23.03842090769583,12.932143397034864,2.1543413091228825,2.017237221657055,-6.92
82.0,95.0,8.527777777777777,3.88888888888889,220.0,7.879116515310286,7.854659699008732,7.333333333333333,16.037940949855052,18.09196703285362,12.474953506018977,12.775457207154961,125.203125,60.45069375142642,38.322475511229904,18.0,30.0,31.0,486.0,1300.0,52.054761904761904,1795.0,1635.0,167.0,694.0,266.0,40.32646896477125,20.06414638166116,2.4166397881336334,2.818265702995563,-6.23
54.0,60.0,4.833333333333334,2.9444444444444446,132.0,5.774386907679233,5.746230401842863,5.566666666666667,11.630418869628192,12.399745238896841,8.55423105945987,8.740097478315523,94.765625,39.16721620456356,23.073262114491122,10.0,12.0,18.0,210.0,541.0,29.420238095238094,790.0,734.0,62.0,315.0,126.0,28.043664896207602,15.289155413429047,2.263820977852395,2.2541885152189858,-5.33
60.0,66.0,5.694444444444445,3.027777777777778,152.0,6.1302289553358005,6.116093728153195,5.8,12.399456532728278,13.669106870035183,9.480117440128774,9.644450659553927,93.515625,44.032827698118325,26.895116529617816,14.0,20.0,21.0,262.0,700.0,33.246428571428574,987.0,919.0,83.0,378.0,150.0,30.5269586401473,15.83285460074872,2.283288259283193,2.28745687994622,-7.78
86.0,100.0,6.416666666666666,3.8333333333333335,222.0,8.113392202930193,8.327017500080839,7.7666666666666675,17.35904832695482,18.7103483223545,12.934771117021752,13.533743941078892,140.296875,62.55763874803105,38.43832029648287,16.0,22.0,31.0,530.0,1635.0,51.77896825396825,2126.0,2112.0,132.0,934.0,292.0,41.615402199007804,21.736370894436423,2.3968366814787205,1.885703682169075,-10.21
72.0,96.0,8.25,2.25,264.0,5.0,4.991922326372759,4.2,10.4,14.0,9.377692973058688,9.66087496906962,94.81481481481478,55.61226200291081,40.970562748477136,24.0,72.0,36.0,160.0,302.0,33.0,560.0,472.0,80.0,232.0,128.0,30.702446252853733,12.58505747976789,2.732050807568878,3.159591794226542,3.43
34.0,32.0,4.972222222222222,2.1666666666666665,82.0,4.125897657686229,3.8944271909999157,3.8,7.423693409364296,8.660043605836321,6.094413448457095,5.7918340256022525,45.5,25.51706744109387,15.30056307974577,10.0,18.0,11.0,108.0,265.0,17.21666666666667,360.0,296.0,36.0,108.0,56.0,19.439707532149612,9.464101615137757,2.000000000000001,2.914658625512464,-2.21
22.0,20.0,3.25,2.0,42.0,3.414213562373095,3.1547005383792515,3.333333333333333,5.885618083164127,6.121320343559642,4.242640687119286,3.9831276631254418,48.0,15.785844453984339,7.65685424949238,2.0,2.0,5.0,56.0,126.0,11.15,182.0,146.0,18.0,56.0,30.0,14.47448672760572,8.054678984251696,1.8477590650225744,2.447472887876344,0.0
26.0,24.0,4.472222222222222,1.6666666666666665,66.0,3.1258976576862296,2.8944271909999157,2.8,5.423693409364296,6.6600436058363215,4.680199886083999,4.377620463229157,29.5,19.860213191601495,12.47213595499958,10.0,18.0,9.0,48.0,91.0,11.833333333333332,150.0,114.0,22.0,48.0,30.0,14.880758495384406,6.828427124746191,2.0,2.9532231745612925,-3.05
22.0,20.0,3.25,2.0,42.0,3.414213562373095,3.1547005383792515,3.333333333333333,5.885618083164127,6.121320343559642,4.242640687119286,3.9831276631254418,48.0,15.785844453984339,7.65685424949238,2.0,2.0,5.0,56.0,126.0,11.15,182.0,146.0,18.0,56.0,30.0,14.47448672760572,8.054678984251696,1.8477590650225744,2.447472887876344,-2.81
36.0,38.0,3.2222222222222223,1.8333333333333333,88.0,3.787693700234704,3.7888543819998315,3.5999999999999996,7.651234396021961,8.391883981397134,5.875633848974738,5.926813801712124,54.75,26.40361467168509,15.772699034745349,8.0,12.0,12.0,61.0,110.0,16.083333333333336,232.0,218.0,16.0,108.0,50.0,18.682724778002484,9.431147620289329,2.1753277471610764,2.2306376583301173,-5.82
24.0,24.0,1.5,1.5,48.0,3.0,3.0,3.0,6.0,6.0,4.242640687119286,4.242640687119286,48.0,16.970562748477143,8.485281374238571,0.0,0.0,6.0,27.0,42.0,10.0,108.0,108.0,0.0,54.0,24.0,13.696713921428238,8.0,2.0,2.0,-7.17
28.0,27.0,4.111111111111111,2.166666666666667,62.0,3.808060412490447,3.549127729379167,3.633333333333333,6.7112352811751075,7.317262334258209,5.059137268047012,4.825214220421861,51.375,20.50237041558832,11.300563079745771,6.0,8.0,8.0,75.0,165.0,14.316666666666666,244.0,195.0,30.0,75.0,42.0,16.96691976501489,8.828427124746192,2.0,2.919612641438553,-3.28
112.0,129.0,11.340277777777777,5.222222222222221,310.0,10.628446183176258,10.598828823207418,9.885714285714286,21.618238399592297,24.624209825116445,16.913960904630937,17.29634840803903,171.38823611111115,82.9939288103988,52.99252188893987,26.0,52.0,43.0,1098.0,3480.0,82.08968253968254,4075.0,3741.0,347.0,1470.0,500.0,54.675084410009426,26.713900575069573,2.4780604277560196,3.1030754377966288,-3.51
2.0,1.0,2.0,1.0,2.0,1.0,0.7071067811865475,1.0,1.0,1.0,0.0,0.0,0.0,1.4142135623730951,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0861612696304874,2.0,1.0,1.0,-1.2
116.0,155.0,8.743055555555555,3.8472222222222228,366.0,8.686411174470248,9.113170018150848,8.00952380952381,19.676233074249552,22.588036404103768,15.296299147236756,16.477968248203002,183.6096574074074,85.85730470754743,58.33703976033225,26.0,56.0,51.0,552.0,1358.0,69.45476190476191,2263.0,2292.0,199.0,866.0,348.0,49.823490510801534,23.678455219641677,2.7803891249171375,2.108916212262288,-4.23
50.0,55.0,4.583333333333334,2.611111111111111,124.0,5.236382105218448,5.221666537153279,5.0,10.573839334717295,11.473164879336613,7.956514078014501,8.09525732107096,82.140625,36.48787461176816,21.83719413699133,10.0,14.0,17.0,162.0,390.0,25.919047619047618,609.0,565.0,45.0,252.0,104.0,25.754244629039352,13.619694833292892,2.2508745945255453,2.242704555869001,-4.4
10.0,8.0,2.5,1.25,18.0,1.914213562373095,1.6547005383792515,1.833333333333333,2.885618083164127,3.121320343559642,2.121320343559643,1.8618073195657994,24.0,7.3005630797457695,3.414213562373095,2.0,2.0,2.0,10.0,15.0,4.333333333333333,28.0,19.0,4.0,10.0,6.0,7.635733837560585,4.47213595499958,1.6180339887498951,1.9747448713915894,-5.03
10.0,8.0,2.5,1.25,18.0,1.914213562373095,1.6547005383792515,1.833333333333333,2.885618083164127,3.121320343559642,2.121320343559643,1.8618073195657994,24.0,7.3005630797457695,3.414213562373095,2.0,2.0,2.0,10.0,15.0,4.333333333333333,28.0,19.0,4.0,10.0,6.0,7.635733837560585,4.47213595499958,1.6180339887498951,1.9747448713915894,-1.5
32.0,30.0,4.361111111111111,2.3333333333333335,70.0,4.2700556100296625,4.024563864689584,4.066666666666666,7.654655746264211,8.390681974697982,5.875633848974738,5.594587625550395,54.75,23.479883072285293,12.89292222699217,6.0,10.0,9.0,114.0,297.0,16.835714285714285,384.0,320.0,34.0,114.0,56.0,19.236682418687728,10.251661790966027,1.9615705608064613,2.746690906857495,-2.51
48.0,54.0,4.944444444444445,2.222222222222222,128.0,4.609060905280623,4.605350962927558,4.2666666666666675,9.38328520359084,10.701285058155637,7.427746781790429,7.559806963567577,68.28125,35.55659711676804,22.60112615949154,12.0,20.0,18.0,110.0,215.0,23.28333333333333,408.0,372.0,36.0,184.0,84.0,23.689120026516974,11.643052181853584,2.307250371348216,2.487265641213951,-1.62
40.0,43.0,3.4722222222222223,2.1111111111111107,96.0,4.304530452640311,4.302675481463779,4.133333333333333,8.691642601795419,9.350642529077819,6.542300515641405,6.60833060652998,66.140625,29.09200705736879,16.95741732923815,6.0,10.0,13.0,88.0,176.0,19.15,335.0,315.0,35.0,142.0,66.0,20.971923394025087,11.18995723015805,2.1939932777126576,2.2283621149350434,-4.58
6.0,4.0,2.25,1.0,10.0,1.414213562373095,1.1547005383792517,1.3333333333333333,1.885618083164127,2.1213203435596424,1.4142135623730951,1.1547005383792517,16.0,4.47213595499958,2.0,2.0,2.0,1.0,4.0,5.0,2.5,10.0,6.0,2.0,4.0,2.0,5.356367113217143,2.8284271247461907,1.4142135623730954,1.6329931618554523,-0.63
34.0,36.0,2.611111111111111,2.0,76.0,3.931851652578137,3.9189910556894993,3.8666666666666663,7.8821967329218765,8.122522350258794,5.6568542494923815,5.729567401660267,64.0,24.366430302876523,13.365058181991753,4.0,4.0,10.0,67.0,135.0,15.566666666666666,256.0,241.0,24.0,78.0,43.0,18.56110650526355,10.051765371679794,2.1648426985366687,2.0584046167758574,2.13
42.0,45.0,4.083333333333334,1.9999999999999998,108.0,4.181540550352056,4.183281572999748,3.9,8.476851594032942,9.5878259720957,6.692130429902464,6.768900359008543,58.125,31.12014063328907,19.41640786499874,12.0,18.0,15.0,84.0,159.0,19.499999999999996,315.0,291.0,27.0,144.0,66.0,21.176081168695816,10.12899020449196,2.2360679774997902,2.340851616437875,-0.78
58.0,63.0,5.083333333333334,3.111111111111111,140.0,6.236382105218448,6.221666537153279,6.0,12.573839334717297,13.473164879336613,9.370727640387596,9.509470883444056,98.140625,42.14472886126054,24.66562126173752,10.0,14.0,19.0,274.0,772.0,32.64920634920635,1041.0,979.0,85.0,382.0,150.0,30.313643000278468,16.129560883392713,2.257845608145704,2.1886105467982144,-9.37
36.0,38.0,3.2222222222222223,1.8333333333333333,88.0,3.787693700234704,3.7888543819998315,3.5999999999999996,7.651234396021961,8.391883981397134,5.875633848974738,5.926813801712124,54.75,26.40361467168509,15.772699034745349,8.0,12.0,12.0,61.0,110.0,16.083333333333336,232.0,218.0,16.0,108.0,50.0,18.682724778002484,9.431147620289329,2.1753277471610764,2.2306376583301173,-6.62
20.0,18.0,3.611111111111111,1.5833333333333333,46.0,2.770055610029662,2.5245638646895836,2.5666666666666664,4.654655746264212,5.390681974697982,3.7543135054150945,3.4732672819907515,30.75,14.994601698046727,8.650281539872886,6.0,10.0,6.0,32.0,58.0,9.0,98.0,73.0,14.0,32.0,20.0,12.397923494716455,6.155367074350506,1.9021130325903068,2.6272148478988635,-4.42
18.0,16.0,3.0,1.75,34.0,2.914213562373095,2.6547005383792515,2.833333333333333,4.885618083164127,5.121320343559642,3.5355339059327378,3.2760208819388943,40.0,12.95741732923815,6.242640687119285,2.0,2.0,4.0,35.0,70.0,8.7,110.0,85.0,12.0,35.0,20.0,12.194901425440477,6.987918414869869,1.8019377358048385,2.3390923149762908,-4.09
72.0,84.0,7.868055555555555,2.944444444444444,214.0,6.247906125614376,6.247025612364471,5.61904761904762,12.813436727975088,15.420406576918168,10.590439988471887,10.812551049393026,95.9976111111111,54.20009281693161,36.391395729448334,20.0,46.0,30.0,269.0,611.0,40.01666666666667,986.0,888.0,110.0,407.0,176.0,33.70242076912122,15.493188214339373,2.446509973720902,2.8459904125835855,-11.14
38.0,36.0,5.673611111111111,1.9583333333333333,112.0,3.9165022194363885,3.6971026724636946,3.433333333333333,7.054655746264212,9.140681974697982,6.35238971676841,6.036203601453302,37.8611111111111,29.5999865523995,19.812559200041264,16.0,40.0,15.0,98.0,217.0,17.95,320.0,256.0,40.0,98.0,56.0,19.865649034663875,9.059966919001385,2.1357792050698574,3.2807108400137506,2.93
26.0,24.0,3.5,2.25,50.0,3.914213562373095,3.6547005383792515,3.833333333333333,6.885618083164127,7.121320343559642,4.949747468305834,4.69023444431199,56.0,18.61427157873053,9.071067811865476,2.0,2.0,6.0,84.0,210.0,13.742857142857144,280.0,231.0,24.0,84.0,42.0,16.754072029940975,9.517540966287266,1.8793852415718166,2.53006045688352,-6.25
134.0,189.0,7.576388888888889,3.569444444444445,430.0,8.77572757194729,9.654411470470164,8.176190476190477,21.810207670465115,24.433335865724516,16.398922337269266,18.439130809281988,221.1877824074074,98.2513762334831,67.65074825931703,24.0,52.0,61.0,520.0,1203.0,72.53333333333333,2368.0,2660.0,208.0,879.0,382.0,55.29855557851336,25.202109642394184,2.8586718419507635,1.7580563441488264,-4.82
40.0,43.0,3.4722222222222223,2.111111111111111,96.0,4.304530452640312,4.302675481463779,4.133333333333333,8.691642601795419,9.35064252907782,6.542300515641405,6.60833060652998,66.140625,29.092007057368782,16.95741732923815,6.0,10.0,13.0,88.0,176.0,19.15,335.0,315.0,35.0,142.0,66.0,20.97192339402509,11.18995723015805,2.193993277712658,2.228362114935043,-11.0
22.0,21.0,4.222222222222222,1.4444444444444442,58.0,2.6427344100918364,2.408248290463863,2.333333333333333,4.464101615137754,5.618802153517007,3.932652990377571,3.644923705673916,24.890625,16.891751327792804,10.82842712474619,8.0,16.0,8.0,29.0,47.0,9.333333333333332,86.0,61.0,16.0,29.0,20.0,12.61055265179775,6.0,2.0,2.9934972434784735,-3.13
20.0,19.0,3.611111111111111,1.6666666666666665,46.0,2.808060412490447,2.5491277293791677,2.6333333333333333,4.7112352811751075,5.317262334258209,3.6449237056739165,3.4110006580487657,35.375,14.845516166095939,8.47213595499958,6.0,8.0,6.0,31.0,54.0,9.083333333333334,94.0,69.0,16.0,31.0,20.0,12.407305943380177,6.8989794855663575,1.931851652578137,2.754184786037662,-13.43
10.0,8.0,2.5,1.25,18.0,1.914213562373095,1.6547005383792515,1.833333333333333,2.885618083164127,3.121320343559642,2.121320343559643,1.8618073195657994,24.0,7.3005630797457695,3.414213562373095,2.0,2.0,2.0,10.0,15.0,4.333333333333333,28.0,19.0,4.0,10.0,6.0,7.635733837560585,4.47213595499958,1.6180339887498951,1.9747448713915894,-0.53
14.0,12.0,2.75,1.5,26.0,2.414213562373095,2.1547005383792515,2.333333333333333,3.885618083164127,4.121320343559642,2.8284271247461903,2.568914100752347,32.0,10.12899020449196,4.82842712474619,2.0,2.0,3.0,20.0,35.0,6.416666666666666,60.0,44.0,8.0,20.0,12.0,9.915316149982342,5.464101615137754,1.7320508075688772,2.19060968716425,-6.55
24.0,22.0,4.3125,1.375,76.0,2.560660171779821,2.3272393461533625,2.1999999999999997,4.285618083164127,5.871320343559642,4.012289773726411,3.717636857841802,23.11111111111111,19.077520809352354,13.16227766016838,12.0,32.0,10.0,28.0,44.0,9.500000000000002,82.0,57.0,18.0,28.0,20.0,12.823409519949188,5.818625822352818,2.074313293051943,3.168489872670569,-1.43
20.0,19.0,3.611111111111111,1.6666666666666667,46.0,2.808060412490447,2.5491277293791677,2.6333333333333333,4.7112352811751075,5.317262334258209,3.644923705673916,3.4110006580487657,35.375,14.845516166095939,8.47213595499958,6.0,8.0,6.0,31.0,54.0,9.083333333333332,94.0,69.0,16.0,31.0,20.0,12.407305943380177,6.898979485566356,1.9318516525781362,2.7541847860376616,-2.93
20.0,20.0,1.25,1.25,40.0,2.5,2.5,2.5,5.0,5.0,3.5355339059327378,3.5355339059327378,40.0,14.142135623730951,7.0710678118654755,0.0,0.0,5.0,15.0,20.0,7.5,60.0,60.0,0.0,20.0,10.0,11.496186321883666,6.47213595499958,1.9999999999999987,2.083333333333333,1.2
34.0,36.0,2.611111111111111,2.0,76.0,3.931851652578137,3.9189910556894993,3.8666666666666667,7.8821967329218765,8.122522350258794,5.6568542494923815,5.729567401660267,64.0,24.366430302876523,13.365058181991753,4.0,4.0,10.0,64.0,122.0,15.783333333333333,246.0,234.0,22.0,109.0,50.0,18.47902253715965,10.424292428609817,2.1357792050698574,2.1250162554146717,-4.59
36.0,38.0,3.2222222222222223,1.8333333333333333,88.0,3.787693700234704,3.7888543819998315,3.6,7.6512343960219615,8.391883981397134,5.875633848974738,5.926813801712124,54.75,26.403614671685098,15.77269903474535,8.0,12.0,12.0,61.0,110.0,16.083333333333336,232.0,218.0,16.0,108.0,50.0,18.682724778002477,9.43114762028933,2.1753277471610755,2.2306376583301173,-4.84
14.0,12.0,2.75,1.5,26.0,2.414213562373095,2.1547005383792515,2.333333333333333,3.885618083164127,4.121320343559642,2.8284271247461903,2.568914100752347,32.0,10.12899020449196,4.82842712474619,2.0,2.0,3.0,20.0,35.0,6.416666666666666,60.0,44.0,8.0,20.0,12.0,9.915316149982342,5.464101615137754,1.7320508075688772,2.19060968716425,-6.619999999999999
10.0,8.0,2.5,1.25,18.0,1.914213562373095,1.6547005383792515,1.833333333333333,2.885618083164127,3.121320343559642,2.121320343559643,1.8618073195657994,24.0,7.3005630797457695,3.414213562373095,2.0,2.0,2.0,10.0,15.0,4.333333333333333,28.0,19.0,4.0,10.0,6.0,7.635733837560585,4.47213595499958,1.6180339887498951,1.9747448713915894,-2.78
56.0,64.0,3.0833333333333335,2.444444444444444,138.0,5.360173345306138,5.591529863463611,5.233333333333334,11.744800786464067,12.2784248953372,8.55423105945987,8.999610502309366,94.765625,40.351934499056355,23.90168923923731,8.0,10.0,19.0,144.0,305.0,27.633333333333333,608.0,638.0,44.0,308.0,118.0,27.268191703185074,14.42692050443618,2.333243827884395,1.9323192636083935,-7.47
26.0,27.0,2.111111111111111,1.4166666666666665,60.0,2.893846850117352,2.8944271909999157,2.8,5.825617198010981,6.195941990698567,4.352030486860464,4.377620463229157,43.375,18.85866158533493,10.714776642118865,4.0,6.0,8.0,26.0,39.0,10.166666666666666,100.0,95.0,8.0,33.0,19.0,13.991826457480949,7.465883060453303,2.114907541476756,2.184105569636068,-10.27
46.0,50.0,4.333333333333334,2.2777777777777777,116.0,4.698377302757664,4.697102672463695,4.433333333333334,9.517259799806402,10.546584519776388,7.358797096569131,7.4504171638263985,69.515625,33.80853301897275,20.60112615949154,10.0,16.0,16.0,117.0,245.0,22.71666666666666,440.0,408.0,44.0,186.0,84.0,23.465052101041955,11.908678249899133,2.242837900336234,2.3198475089677144,-3.45
18.0,16.0,3.0,1.75,34.0,2.914213562373095,2.6547005383792515,2.833333333333333,4.885618083164127,5.121320343559642,3.5355339059327378,3.2760208819388943,40.0,12.957417329238151,6.242640687119286,2.0,2.0,4.0,35.0,70.0,8.7,110.0,85.0,12.0,35.0,20.0,12.194901425440479,6.98791841486987,1.801937735804838,2.3390923149762908,-2.32
30.0,28.0,4.722222222222222,1.9166666666666665,74.0,3.625897657686229,3.3944271909999157,3.3,6.423693409364296,7.6600436058363215,5.387306667270547,5.084727244415705,37.5,22.688640316347684,13.886349517372675,10.0,18.0,10.0,74.0,161.0,14.466666666666665,240.0,191.0,28.0,74.0,42.0,17.160125219727846,8.47213595499958,2.000000000000001,2.9278193611827583,-5.99
48.0,52.0,4.423611111111111,2.166666666666667,134.0,4.605171715522539,4.614032450509017,4.285714285714286,9.34933511283733,10.80160442340116,7.486214122840505,7.546564725682125,68.9351111111111,35.89412792676572,22.73454147995595,12.0,30.0,18.0,114.0,233.0,23.016666666666666,430.0,400.0,50.0,177.0,84.0,23.688208958851185,11.788656935474512,2.2882456112707374,2.3892139046437464,-0.44
